id,slug,url,titulo,enunciado,temas,dificuldade,tema_principal,has_image
2119,a-number-after-a-double-reversal,https://leetcode.com/problems/a-number-after-a-double-reversal/,A Number After a Double Reversal,"Reversing  an integer means to reverse all its digits. For example, reversing  2021  gives  1202 . Reversing  12300  gives  321  as the  leading zeros are not retained . Given an integer  num ,  reverse   num  to get  reversed1 ,  then reverse   reversed1  to get  reversed2 . Return  true   if   reversed2   equals   num . Otherwise return  false .   Example 1: Input:  num = 526 Output:  true Explanation:  Reverse num to get 625, then reverse 625 to get 526, which equals num. Example 2: Input:  num = 1800 Output:  false Explanation:  Reverse num to get 81, then reverse 81 to get 18, which does not equal num. Example 3: Input:  num = 0 Output:  true Explanation:  Reverse num to get 0, then reverse 0 to get 0, which equals num.   Constraints: 0 <= num <= 10 6",['Math'],Fácil,Math,False
2469,convert-the-temperature,https://leetcode.com/problems/convert-the-temperature/,Convert the Temperature,"You are given a non-negative floating point number rounded to two decimal places  celsius , that denotes the  temperature in Celsius . You should convert Celsius into  Kelvin  and  Fahrenheit  and return it as an array  ans = [kelvin, fahrenheit] . Return  the array  ans .  Answers within  10 -5  of the actual answer will be accepted. Note that: Kelvin = Celsius + 273.15 Fahrenheit = Celsius * 1.80 + 32.00   Example 1: Input:  celsius = 36.50 Output:  [309.65000,97.70000] Explanation:  Temperature at 36.50 Celsius converted in Kelvin is 309.65 and converted in Fahrenheit is 97.70. Example 2: Input:  celsius = 122.11 Output:  [395.26000,251.79800] Explanation:  Temperature at 122.11 Celsius converted in Kelvin is 395.26 and converted in Fahrenheit is 251.798.   Constraints: 0 <= celsius <= 1000",['Math'],Fácil,Math,False
2485,find-the-pivot-integer,https://leetcode.com/problems/find-the-pivot-integer/,Find the Pivot Integer,"Given a positive integer  n , find the  pivot integer   x  such that: The sum of all elements between  1  and  x  inclusively equals the sum of all elements between  x  and  n  inclusively. Return  the pivot integer  x . If no such integer exists, return  -1 . It is guaranteed that there will be at most one pivot index for the given input.   Example 1: Input:  n = 8 Output:  6 Explanation:  6 is the pivot integer since: 1 + 2 + 3 + 4 + 5 + 6 = 6 + 7 + 8 = 21. Example 2: Input:  n = 1 Output:  1 Explanation:  1 is the pivot integer since: 1 = 1. Example 3: Input:  n = 4 Output:  -1 Explanation:  It can be proved that no such integer exist.   Constraints: 1 <= n <= 1000","['Math', 'Prefix Sum']",Fácil,Math,False
2520,count-the-digits-that-divide-a-number,https://leetcode.com/problems/count-the-digits-that-divide-a-number/,Count the Digits That Divide a Number,"Given an integer  num , return  the number of digits in  num  that divide  num . An integer  val  divides  nums  if  nums % val == 0 .   Example 1: Input:  num = 7 Output:  1 Explanation:  7 divides itself, hence the answer is 1. Example 2: Input:  num = 121 Output:  2 Explanation:  121 is divisible by 1, but not 2. Since 1 occurs twice as a digit, we return 2. Example 3: Input:  num = 1248 Output:  4 Explanation:  1248 is divisible by all of its digits, hence the answer is 4.   Constraints: 1 <= num <= 10 9 num  does not contain  0  as one of its digits.",['Math'],Fácil,Math,False
2652,sum-multiples,https://leetcode.com/problems/sum-multiples/,Sum Multiples,"Given a positive integer  n , find the sum of all integers in the range  [1, n]   inclusive  that are divisible by  3 ,  5 , or  7 . Return  an integer denoting the sum of all numbers in the given range satisfying the constraint.   Example 1: Input:  n = 7 Output:  21 Explanation:  Numbers in the range  [1, 7]  that are divisible by  3 ,  5,  or  7  are  3, 5, 6, 7 . The sum of these numbers is  21 . Example 2: Input:  n = 10 Output:  40 Explanation:  Numbers in the range  [1, 10] that are  divisible by  3 ,  5,  or  7  are  3, 5, 6, 7, 9, 10 . The sum of these numbers is 40. Example 3: Input:  n = 9 Output:  30 Explanation:  Numbers in the range  [1, 9]  that are divisible by  3 ,  5 , or  7  are  3, 5, 6, 7, 9 . The sum of these numbers is  30 .   Constraints: 1 <= n <= 10 3",['Math'],Fácil,Math,False
2769,find-the-maximum-achievable-number,https://leetcode.com/problems/find-the-maximum-achievable-number/,Find the Maximum Achievable Number,"Given two integers,  num  and  t . A  number  x   is  achievable  if it can become equal to  num  after applying the following operation  at most   t  times: Increase or decrease  x  by  1 , and  simultaneously  increase or decrease  num  by  1 . Return the  maximum  possible value of  x .   Example 1: Input:   num = 4, t = 1 Output:   6 Explanation: Apply the following operation once to make the maximum achievable number equal to  num : Decrease the maximum achievable number by 1, and increase  num  by 1. Example 2: Input:   num = 3, t = 2 Output:   7 Explanation: Apply the following operation twice to make the maximum achievable number equal to  num : Decrease the maximum achievable number by 1, and increase  num  by 1.   Constraints: 1 <= num, t <= 50",['Math'],Fácil,Math,False
2894,divisible-and-non-divisible-sums-difference,https://leetcode.com/problems/divisible-and-non-divisible-sums-difference/,Divisible and Non-divisible Sums Difference,"You are given positive integers  n  and  m . Define two integers as follows: num1 : The sum of all integers in the range  [1, n]  (both  inclusive ) that are  not divisible  by  m . num2 : The sum of all integers in the range  [1, n]  (both  inclusive ) that are  divisible  by  m . Return  the integer   num1 - num2 .   Example 1: Input:  n = 10, m = 3 Output:  19 Explanation:  In the given example: - Integers in the range [1, 10] that are not divisible by 3 are [1,2,4,5,7,8,10], num1 is the sum of those integers = 37. - Integers in the range [1, 10] that are divisible by 3 are [3,6,9], num2 is the sum of those integers = 18. We return 37 - 18 = 19 as the answer. Example 2: Input:  n = 5, m = 6 Output:  15 Explanation:  In the given example: - Integers in the range [1, 5] that are not divisible by 6 are [1,2,3,4,5], num1 is the sum of those integers = 15. - Integers in the range [1, 5] that are divisible by 6 are [], num2 is the sum of those integers = 0. We return 15 - 0 = 15 as the answer. Example 3: Input:  n = 5, m = 1 Output:  -15 Explanation:  In the given example: - Integers in the range [1, 5] that are not divisible by 1 are [], num1 is the sum of those integers = 0. - Integers in the range [1, 5] that are divisible by 1 are [1,2,3,4,5], num2 is the sum of those integers = 15. We return 0 - 15 = -15 as the answer.   Constraints: 1 <= n, m <= 1000",['Math'],Fácil,Math,False
3536,maximum-product-of-two-digits,https://leetcode.com/problems/maximum-product-of-two-digits/,Maximum Product of Two Digits,"You are given a positive integer  n . Return the  maximum  product of any two digits in  n . Note:  You may use the  same  digit twice if it appears more than once in  n .   Example 1: Input:   n = 31 Output:   3 Explanation: The digits of  n  are  [3, 1] . The possible products of any two digits are:  3 * 1 = 3 . The maximum product is 3. Example 2: Input:   n = 22 Output:   4 Explanation: The digits of  n  are  [2, 2] . The possible products of any two digits are:  2 * 2 = 4 . The maximum product is 4. Example 3: Input:   n = 124 Output:   8 Explanation: The digits of  n  are  [1, 2, 4] . The possible products of any two digits are:  1 * 2 = 2 ,  1 * 4 = 4 ,  2 * 4 = 8 . The maximum product is 8.   Constraints: 10 <= n <= 10 9","['Math', 'Sorting']",Fácil,Math,False
7,reverse-integer,https://leetcode.com/problems/reverse-integer/,Reverse Integer,"Given a signed 32-bit integer  x , return  x  with its digits reversed . If reversing  x  causes the value to go outside the signed 32-bit integer range  [-2 31 , 2 31  - 1] , then return  0 . Assume the environment does not allow you to store 64-bit integers (signed or unsigned).   Example 1: Input:  x = 123 Output:  321 Example 2: Input:  x = -123 Output:  -321 Example 3: Input:  x = 120 Output:  21   Constraints: -2 31  <= x <= 2 31  - 1",['Math'],Média,Math,False
43,multiply-strings,https://leetcode.com/problems/multiply-strings/,Multiply Strings,"Given two non-negative integers  num1  and  num2  represented as strings, return the product of  num1  and  num2 , also represented as a string. Note:  You must not use any built-in BigInteger library or convert the inputs to integer directly.   Example 1: Input:  num1 = ""2"", num2 = ""3"" Output:  ""6"" Example 2: Input:  num1 = ""123"", num2 = ""456"" Output:  ""56088""   Constraints: 1 <= num1.length, num2.length <= 200 num1  and  num2  consist of digits only. Both  num1  and  num2  do not contain any leading zero, except the number  0  itself.","['Math', 'String', 'Simulation']",Média,Math,False
89,gray-code,https://leetcode.com/problems/gray-code/,Gray Code,"An  n-bit gray code sequence  is a sequence of  2 n  integers where: Every integer is in the  inclusive  range  [0, 2 n  - 1] , The first integer is  0 , An integer appears  no more than once  in the sequence, The binary representation of every pair of  adjacent  integers differs by  exactly one bit , and The binary representation of the  first  and  last  integers differs by  exactly one bit . Given an integer  n , return  any valid  n-bit gray code sequence .   Example 1: Input:  n = 2 Output:  [0,1,3,2] Explanation: The binary representation of [0,1,3,2] is [00,01,11,10]. - 0 0  and 0 1  differ by one bit -  0 1 and  1 1 differ by one bit - 1 1  and 1 0  differ by one bit -  1 0 and  0 0 differ by one bit [0,2,3,1] is also a valid gray code sequence, whose binary representation is [00,10,11,01]. -  0 0 and  1 0 differ by one bit - 1 0  and 1 1  differ by one bit -  1 1 and  0 1 differ by one bit - 0 1  and 0 0  differ by one bit Example 2: Input:  n = 1 Output:  [0,1]   Constraints: 1 <= n <= 16","['Math', 'Backtracking', 'Bit Manipulation']",Média,Math,False
172,factorial-trailing-zeroes,https://leetcode.com/problems/factorial-trailing-zeroes/,Factorial Trailing Zeroes,"Given an integer  n , return  the number of trailing zeroes in  n! . Note that  n! = n * (n - 1) * (n - 2) * ... * 3 * 2 * 1 .   Example 1: Input:  n = 3 Output:  0 Explanation:  3! = 6, no trailing zero. Example 2: Input:  n = 5 Output:  1 Explanation:  5! = 120, one trailing zero. Example 3: Input:  n = 0 Output:  0   Constraints: 0 <= n <= 10 4   Follow up:  Could you write a solution that works in logarithmic time complexity?",['Math'],Média,Math,False
227,basic-calculator-ii,https://leetcode.com/problems/basic-calculator-ii/,Basic Calculator II,"Given a string  s  which represents an expression,  evaluate this expression and return its value .  The integer division should truncate toward zero. You may assume that the given expression is always valid. All intermediate results will be in the range of  [-2 31 , 2 31  - 1] . Note:  You are not allowed to use any built-in function which evaluates strings as mathematical expressions, such as  eval() .   Example 1: Input:  s = ""3+2*2"" Output:  7 Example 2: Input:  s = "" 3/2 "" Output:  1 Example 3: Input:  s = "" 3+5 / 2 "" Output:  5   Constraints: 1 <= s.length <= 3 * 10 5 s  consists of integers and operators  ('+', '-', '*', '/')  separated by some number of spaces. s  represents  a valid expression . All the integers in the expression are non-negative integers in the range  [0, 2 31  - 1] . The answer is  guaranteed  to fit in a  32-bit integer .","['Math', 'String', 'Stack']",Média,Math,False
